FORMULA,CONDITION: Temperature (K),PROPERTY: Heat Capacity (J/mol K)
O7Ti4,1300.0,303.675
O7Ti4,1200.0,301.08099999999996
O7Ti4,1100.0,298.152
O7Ti4,1000.0,294.805
O7Ti4,900.0,290.83
O7Ti4,800.0,285.976
O7Ti4,700.0,279.659
O7Ti4,600.0,271.165
O7Ti4,500.0,258.86400000000003
O7Ti4,400.0,239.91099999999997
O7Ti4,300.0,209.2
O7Ti4,298.0,208.489
K1,298.0,29.497
K1,350.0,38.484
K1,336.35,34.567
K1,300.0,29.573
O4V2,2100.0,183.092
O4V2,2000.0,181.192
O4V2,1900.0,179.27599999999998
O4V2,1818.0,177.72799999999998
O4V2,1800.0,177.343
O4V2,1700.0,175.30200000000002
O4V2,1600.0,173.42700000000002
O4V2,1500.0,171.429
O4V2,1400.0,169.40599999999998
O4V2,1300.0,167.33
O4V2,1200.0,165.209
O4V2,1100.0,162.987
O4V2,1000.0,160.68200000000002
O4V2,900.0,158.157
O4V2,800.0,155.457
O4V2,700.0,152.175
O4V2,600.0,148.44799999999998
O4V2,500.0,143.269
O4V2,400.0,135.281
O4V2,340.0,123.336
O4V2,340.0,127.62100000000001
O4V2,300.0,115.787
O4V2,298.0,115.399
O2.90W1,2900.0,123.135
O2.90W1,2800.0,121.88
O2.90W1,2700.0,120.625
O2.90W1,2600.0,119.37
O2.90W1,2500.0,118.11399999999999
O2.90W1,2400.0,116.859
O2.90W1,2300.0,115.604
O2.90W1,2200.0,114.34899999999999
O2.90W1,2100.0,113.094
O2.90W1,2000.0,111.838
O2.90W1,1900.0,110.583
O2.90W1,1800.0,109.32799999999999
O2.90W1,1700.0,108.073
O2.90W1,1600.0,106.818
O2.90W1,1500.0,105.68799999999999
O2.90W1,1400.0,104.55799999999999
O2.90W1,1300.0,103.303
O2.90W1,1200.0,101.88
O2.90W1,1100.0,100.56200000000001
O2.90W1,1000.0,99.244
O2.90W1,900.0,97.655
O2.90W1,800.0,95.98100000000001
O2.90W1,700.0,93.931
O2.90W1,600.0,90.91799999999999
O2.90W1,500.0,86.609
O2.90W1,400.0,80.333
O2.90W1,300.0,71.546
O2.90W1,298.0,71.37899999999999
Ca1Cl2,298.0,72.85600000000001
Ca1Cl2,1900.0,112.131
Ca1Cl2,1800.0,109.20200000000001
Ca1Cl2,1700.0,106.274
Ca1Cl2,1600.0,103.345
Ca1Cl2,1500.0,100.416
Ca1Cl2,1400.0,97.48700000000001
Ca1Cl2,1300.0,94.55799999999999
Ca1Cl2,1200.0,91.63
Ca1Cl2,1100.0,88.70100000000001
Ca1Cl2,1045.0,87.09
Ca1Cl2,1000.0,85.772
Ca1Cl2,900.0,83.094
Ca1Cl2,800.0,80.919
Ca1Cl2,700.0,79.37
Ca1Cl2,600.0,78.199
Ca1Cl2,500.0,77.153
Ca1Cl2,400.0,75.64699999999999
Ca1Cl2,300.0,72.92699999999999
Pb1,1400.0,37.183
Pb1,1300.0,36.208
Pb1,1200.0,35.238
Pb1,1100.0,34.263000000000005
Pb1,1000.0,33.288000000000004
Pb1,900.0,32.313
Pb1,800.0,31.342
Pb1,700.0,30.366999999999997
Pb1,600.6,29.414
Pb1,600.0,29.404
Pb1,500.0,28.549
Pb1,450.0,28.139
Pb1,400.0,27.723000000000003
Pb1,350.0,27.288
Pb1,300.0,26.853
Pb1,298.0,26.836
Na2O5Si2,1900.0,292.88
Na2O5Si2,1800.0,292.88
Na2O5Si2,1700.0,292.88
Na2O5Si2,1600.0,292.88
Na2O5Si2,1500.0,292.88
Na2O5Si2,1400.0,292.88
Na2O5Si2,1300.0,292.88
Na2O5Si2,1200.0,292.88
Na2O5Si2,1147.0,292.88
Na2O5Si2,1100.0,292.88
Na2O5Si2,1000.0,292.88
Na2O5Si2,980.0,243.275
Na2O5Si2,980.0,292.88
Na2O5Si2,951.0,242.313
Na2O5Si2,951.0,242.31599999999997
Na2O5Si2,900.0,240.325
Na2O5Si2,800.0,235.162
Na2O5Si2,700.0,227.84
Na2O5Si2,600.0,217.576
Na2O5Si2,500.0,203.24599999999998
Na2O5Si2,400.0,183.40099999999998
Na2O5Si2,300.0,157.494
Na2O5Si2,298.0,156.984
O5Ti3,1400.0,224.262
O5Ti3,1300.0,222.58900000000003
O5Ti3,1200.0,220.497
O5Ti3,1100.0,218.405
O5Ti3,1000.0,215.894
O5Ti3,900.0,213.38400000000001
O5Ti3,800.0,210.037
O5Ti3,700.0,206.062
O5Ti3,600.0,200.832
O5Ti3,500.0,194.138
O5Ti3,450.0,189.954
O5Ti3,400.0,182.84099999999998
O5Ti3,300.0,155.477
O5Ti3,298.0,154.808
O5V2,1400.0,195.393
O5V2,1300.0,192.46400000000003
O5V2,1200.0,189.535
O5V2,1100.0,186.606
O5V2,1000.0,183.678
O5V2,943.0,182.00400000000002
O5V2,900.0,180.74900000000002
O5V2,800.0,177.25099999999998
O5V2,700.0,173.234
O5V2,600.0,168.31400000000002
O5V2,500.0,161.753
O5V2,400.0,150.95
O5V2,300.0,131.02700000000002
O5V2,298.0,130.599
Mg3N2,298.0,104.516
Mg3N2,2400.0,123.595
Mg3N2,2300.0,123.595
Mg3N2,2200.0,123.595
Mg3N2,2100.0,123.595
Mg3N2,2000.0,123.595
Mg3N2,1900.0,123.595
Mg3N2,1800.0,123.595
Mg3N2,1700.0,123.595
Mg3N2,1600.0,123.595
Mg3N2,1500.0,123.595
Mg3N2,1400.0,123.595
Mg3N2,1300.0,123.595
Mg3N2,1200.0,123.595
Mg3N2,1100.0,123.595
Mg3N2,1061.0,123.846
Mg3N2,1061.0,123.595
Mg3N2,1000.0,123.846
Mg3N2,900.0,123.846
Mg3N2,823.0,120.574
Mg3N2,823.0,123.846
Mg3N2,800.0,119.87200000000001
Mg3N2,700.0,116.81700000000001
Mg3N2,600.0,113.76299999999999
Mg3N2,500.0,110.709
Mg3N2,400.0,107.654
Mg3N2,300.0,104.6
Mg2O4Si1,298.0,118.68799999999999
Mg2O4Si1,2900.0,216.315
Mg2O4Si1,2800.0,214.49
Mg2O4Si1,2700.0,212.648
Mg2O4Si1,2600.0,210.79
Mg2O4Si1,2500.0,208.915
Mg2O4Si1,2400.0,207.02
Mg2O4Si1,2300.0,205.1
Mg2O4Si1,2200.0,203.15400000000002
Mg2O4Si1,2171.0,202.673
Mg2O4Si1,2100.0,201.175
Mg2O4Si1,2000.0,199.16299999999998
Mg2O4Si1,1900.0,197.108
Mg2O4Si1,1800.0,195.00799999999998
Mg2O4Si1,1700.0,192.845
Mg2O4Si1,1600.0,190.61900000000003
Mg2O4Si1,1500.0,188.30900000000003
Mg2O4Si1,1400.0,185.895
Mg2O4Si1,1300.0,183.36
Mg2O4Si1,1200.0,180.665
Mg2O4Si1,1100.0,177.77
Mg2O4Si1,1000.0,174.607
Mg2O4Si1,900.0,171.088
Mg2O4Si1,800.0,167.063
Mg2O4Si1,700.0,162.31
Mg2O4Si1,600.0,156.431
Mg2O4Si1,500.0,148.695
Mg2O4Si1,400.0,137.55700000000002
Mg2O4Si1,300.0,119.148
Mo1O2.875,298.0,72.508
Mo1O2.875,1400.0,124.166
Mo1O2.875,1300.0,119.366
Mo1O2.875,1200.0,114.65799999999999
Mo1O2.875,1100.0,110.06200000000001
Mo1O2.875,1000.0,105.589
Mo1O2.875,900.0,101.256
Mo1O2.875,800.0,97.088
Mo1O2.875,700.0,93.079
Mo1O2.875,600.0,89.20100000000001
Mo1O2.875,500.0,85.274
Mo1O2.875,400.0,80.65100000000001
Mo1O2.875,300.0,72.73
Br1K1,298.0,52.379
Br1K1,1400.0,81.797
Br1K1,1300.0,79.622
Br1K1,1200.0,76.86
Br1K1,1100.0,73.053
Br1K1,1007.0,68.367
Br1K1,1000.0,68.01100000000001
Br1K1,900.0,63.687
Br1K1,800.0,60.417
Br1K1,700.0,58.083999999999996
Br1K1,600.0,56.358000000000004
Br1K1,500.0,55.25
Br1K1,400.0,53.806000000000004
Br1K1,300.0,52.3
Br2Mo1,298.0,79.684
Br2Mo1,1700.0,94.34899999999999
Br2Mo1,1600.0,93.303
Br2Mo1,1500.0,92.257
Br2Mo1,1400.0,91.211
Br2Mo1,1300.0,90.165
Br2Mo1,1200.0,89.119
Br2Mo1,1100.0,88.073
Br2Mo1,1000.0,87.027
Br2Mo1,900.0,85.98100000000001
Br2Mo1,800.0,84.935
Br2Mo1,700.0,83.889
Br2Mo1,600.0,82.84299999999999
Br2Mo1,500.0,81.797
Br2Mo1,400.0,80.751
Br2Mo1,300.0,79.705
Cl1H4N1,298.0,86.441
Cl1H4N1,1400.0,171.0
Cl1H4N1,1300.0,163.17600000000002
Cl1H4N1,1200.0,159.829
Cl1H4N1,1100.0,152.716
Cl1H4N1,1000.0,144.55700000000002
Cl1H4N1,900.0,134.976
Cl1H4N1,800.0,123.88799999999999
Cl1H4N1,700.0,112.801
Cl1H4N1,600.0,101.671
Cl1H4N1,500.0,90.5
Cl1H4N1,457.7,109.956
Cl1H4N1,457.7,85.898
Cl1H4N1,400.0,102.96799999999999
Cl1H4N1,300.0,86.944
Cu1,298.0,24.441999999999997
Cu1,1900.0,45.095
Cu1,1800.0,42.928000000000004
Cu1,1700.0,40.76
Cu1,1600.0,38.593
Cu1,1500.0,36.425
Cu1,1400.0,34.258
Cu1,1358.0,33.353
Cu1,1300.0,32.143
Cu1,1200.0,30.519000000000002
Cu1,1100.0,29.479
Cu1,1000.0,28.662
Cu1,900.0,28.049
Cu1,800.0,27.494
Cu1,700.0,26.996
Cu1,600.0,26.480999999999998
Cu1,500.0,25.912
Cu1,450.0,25.686
Cu1,400.0,25.318
Cu1,350.0,24.975
Cu1,300.0,24.462
F1Li1,298.0,41.815
F1Li1,2400.0,76.872
F1Li1,2300.0,76.248
F1Li1,2200.0,75.53
F1Li1,2100.0,74.72
F1Li1,2000.0,73.817
F1Li1,1900.0,72.821
F1Li1,1800.0,71.73100000000001
F1Li1,.0,70.54899999999999
F1Li1,1600.0,69.274
F1Li1,1500.0,67.906
F1Li1,1400.0,66.445
F1Li1,1300.0,64.892
F1Li1,1200.0,63.245
F1Li1,1121.3,61.883
F1Li1,1100.0,61.505
F1Li1,1000.0,59.58
F1Li1,900.0,57.696999999999996
F1Li1,800.0,55.731
F1Li1,700.0,53.723
F1Li1,600.0,51.589
F1Li1,500.0,49.32899999999999
F1Li1,400.0,46.543
F1Li1,300.0,41.93600000000001
Fe1S2,298.0,62.39
Fe1S2,1300.0,88.91
Fe1S2,1200.0,86.86
Fe1S2,1100.0,84.81
Fe1S2,1000.0,82.764
Fe1S2,900.0,80.718
Fe1S2,800.0,78.668
Fe1S2,700.0,76.959
Fe1S2,600.0,74.568
Fe1S2,500.0,72.447
Fe1S2,400.0,69.169
Fe1S2,300.0,62.553999999999995
H2O2Sr1,298.0,74.89399999999999
H2O2Sr1,,
H2O2Sr1,800.0,141.628
H2O2Sr1,783.15,139.37
H2O2Sr1,700.0,128.32299999999998
H2O2Sr1,600.0,115.01799999999999
H2O2Sr1,500.0,101.755
H2O2Sr1,400.0,88.45
H2O2Sr1,300.0,75.145
I1K1,298.0,52.777
I1K1,1900.0,75.317
I1K1,1800.0,75.291
I1K1,1700.0,75.234
I1K1,1600.0,75.145
I1K1,1500.0,74.92699999999999
I1K1,1400.0,74.601
I1K1,1300.0,74.09
I1K1,1200.0,73.13600000000001
I1K1,1100.0,71.546
I1K1,1000.0,69.036
I1K1,954.0,67.594
I1K1,900.0,65.793
I1K1,800.0,62.638999999999996
I1K1,700.0,59.777
I1K1,600.0,57.3
I1K1,500.0,55.363
I1K1,400.0,53.931999999999995
I1K1,300.0,52.806000000000004
I1Na1,298.0,52.225
I1Na1,1900.0,70.127
I1Na1,1800.0,69.116
I1Na1,1700.0,68.095
I1Na1,1600.0,67.064
I1Na1,1500.0,66.024
I1Na1,1400.0,64.97399999999999
I1Na1,1300.0,63.913999999999994
I1Na1,1200.0,62.843999999999994
I1Na1,1100.0,61.763999999999996
I1Na1,1000.0,60.675
I1Na1,933.0,59.93899999999999
I1Na1,900.0,59.58
I1Na1,800.0,58.492
I1Na1,700.0,57.363
I1Na1,600.0,56.233000000000004
I1Na1,500.0,55.02
I1Na1,400.0,53.806000000000004
I1Na1,300.0,52.258
K2O3Si1,298.0,118.40700000000001
K2O3Si1,2100.0,204.179
K2O3Si1,2000.0,202.08700000000002
K2O3Si1,1900.0,199.995
K2O3Si1,1800.0,197.903
K2O3Si1,1700.0,195.81099999999998
K2O3Si1,1600.0,193.71900000000002
K2O3Si1,1500.0,191.627
K2O3Si1,1400.0,189.535
K2O3Si1,1300.0,187.44299999999998
K2O3Si1,1249.0,186.37599999999998
K2O3Si1,1200.0,185.351
K2O3Si1,1100.0,182.00400000000002
K2O3Si1,1000.0,179.075
K2O3Si1,900.0,175.31
K2O3Si1,800.0,170.707
K2O3Si1,700.0,164.85
K2O3Si1,600.0,157.737
K2O3Si1,500.0,148.114
K2O3Si1,400.0,135.562
K2O3Si1,300.0,118.758
Li2O4S1,298.0,117.60799999999999
Li2O4S1,1100.0,237.051
Li2O4S1,1000.0,223.38400000000001
Li2O4S1,900.0,209.702
Li2O4S1,848.0,202.732
Li2O4S1,800.0,196.062
Li2O4S1,700.0,182.36
Li2O4S1,600.0,168.46900000000002
Li2O4S1,500.0,154.47299999999998
Li2O4S1,400.0,139.244
Li2O4S1,300.0,118.02600000000001
Li2O5Si2,298.0,138.072
Li2O5Si2,2400.0,263.48
Li2O5Si2,2300.0,263.341
Li2O5Si2,2200.0,263.17400000000004
Li2O5Si2,2100.0,262.978
Li2O5Si2,2000.0,262.755
Li2O5Si2,1900.0,262.075
Li2O5Si2,1800.0,261.082
Li2O5Si2,1700.0,259.617
Li2O5Si2,1600.0,257.73400000000004
Li2O5Si2,1500.0,254.868
Li2O5Si2,1400.0,251.207
Li2O5Si2,1307.0,248.417
Li2O5Si2,1300.0,248.195
Li2O5Si2,1209.0,245.55900000000003
Li2O5Si2,1209.0,245.55900000000003
Li2O5Si2,1200.0,245.18200000000002
Li2O5Si2,1100.0,240.61700000000002
Li2O5Si2,1000.0,235.35
Li2O5Si2,900.0,229.49200000000002
Li2O5Si2,800.0,222.58900000000003
Li2O5Si2,700.0,214.89
Li2O5Si2,600.0,205.685
Li2O5Si2,500.0,192.673
Li2O5Si2,400.0,174.891
Li2O5Si2,300.0,138.909
Mg1,298.0,24.869
Mg1,-1900.0,56.613
Mg1,1800.0,53.199
Mg1,1700.0,50.0
Mg1,1600.0,47.013000000000005
Mg1,1500.0,44.238
Mg1,1400.0,41.673
Mg1,1300.0,39.316
Mg1,1200.0,37.164
Mg1,-1100.0,35.214
Mg1,1000.0,33.46
Mg1,923.0,32.238
Mg1,900.0,31.895
Mg1,800.0,30.506999999999998
Mg1,700.0,29.279
Mg1,600.0,28.184
Mg1,500.0,27.171
Mg1,450.0,26.668000000000003
Mg1,400.0,26.144000000000002
Mg1,350.0,25.568
Mg1,300.0,24.897
Mg2Si1,298.0,67.86399999999999
Mg2Si1,2400.0,106.985
Mg2Si1,2300.0,105.855
Mg2Si1,2200.0,104.684
Mg2Si1,2100.0,103.47
Mg2Si1,2000.0,-102.215
Mg2Si1,1900.0,100.91799999999999
Mg2Si1,1800.0,99.579
Mg2Si1,1700.0,98.198
Mg2Si1,1600.0,96.77600000000001
Mg2Si1,1500.0,95.31200000000001
Mg2Si1,1400.0,93.805
Mg2Si1,1375.0,93.45
Mg2Si1,1300.0,92.257
Mg2Si1,1200.0,90.667
Mg2Si1,1100.0,89.07700000000001
Mg2Si1,1000.0,87.404
Mg2Si1,900.0,85.68799999999999
Mg2Si1,800.0,83.889
Mg2Si1,700.0,82.006
Mg2Si1,600.0,79.831
Mg2Si1,500.0,77.278
Mg2Si1,400.0,73.764
Mg2Si1,300.0,67.994
Mo2S3,298.0,109.294
Mo2S3,2300.0,185.93900000000002
Mo2S3,2200.0,182.625
Mo2S3,2100.0,179.30900000000003
Mo2S3,2080.0,178.645
Mo2S3,2000.0,175.989
Mo2S3,1900.0,172.666
Mo2S3,1800.0,169.33900000000003
Mo2S3,1700.0,166.00599999999997
Mo2S3,1600.0,162.666
Mo2S3,1500.0,159.317
Mo2S3,1400.0,155.957
Mo2S3,1300.0,152.582
Mo2S3,1200.0,149.186
Mo2S3,1100.0,145.762
Mo2S3,1000.0,142.297
Mo2S3,900.0,138.775
Mo2S3,800.0,135.162
Mo2S3,700.0,131.405
Mo2S3,600.0,127.399
Mo2S3,500.0,122.926
Mo2S3,400.0,117.464
Mo2S3,300.0,109.48899999999999
N1Zr1,298.0,40.443000000000005
N1Zr1,3900.0,73.81
N1Zr1,3800.0,73.10300000000001
N1Zr1,3700.0,72.396
N1Zr1,3600.0,71.693
N1Zr1,3500.0,70.986
N1Zr1,3400.0,70.279
N1Zr1,3300.0,69.572
N1Zr1,3225.0,69.041
N1Zr1,3200.0,68.86399999999999
N1Zr1,3100.0,68.157
N1Zr1,3000.0,67.45
N1Zr1,2900.0,66.743
N1Zr1,2800.0,66.032
N1Zr1,2700.0,65.321
N1Zr1,2600.0,64.61399999999999
N1Zr1,2500.0,63.898
N1Zr1,2400.0,63.187
N1Zr1,2300.0,62.471000000000004
N1Zr1,2200.0,61.756
N1Zr1,2100.0,60.973
N1Zr1,2000.0,60.321000000000005
N1Zr1,1900.0,59.597
N1Zr1,1800.0,58.873000000000005
N1Zr1,1700.0,58.141000000000005
N1Zr1,1600.0,57.409
N1Zr1,1500.0,56.668
N1Zr1,1400.0,55.915
N1Zr1,1300.0,55.153
N1Zr1,1200.0,54.379
N1Zr1,1100.0,53.58
N1Zr1,1000.0,52.751999999999995
N1Zr1,900.0,51.882
N1Zr1,800.0,50.94
N1Zr1,700.0,49.894
N1Zr1,600.0,48.66
N1Zr1,500.0,47.078
N1Zr1,400.0,44.756
N1Zr1,300.0,40.556
N2O4,298.0,122.103
N2O4,400.0,153.636
N2O4,300.0,122.675
N4Si3,298.0,99.53299999999999
N4Si3,2900.0,188.05599999999998
N4Si3,2800.0,187.81799999999998
N4Si3,2700.0,187.567
N4Si3,2600.0,187.303
N4Si3,2500.0,187.025
N4Si3,2400.0,186.734
N4Si3,2300.0,186.429
N4Si3,2200.0,186.111
N4Si3,2100.0,185.78
N4Si3,2000.0,185.435
N4Si3,1900.0,184.53900000000002
N4Si3,1800.0,183.452
N4Si3,1700.0,182.171
N4Si3,1600.0,180.548
N4Si3,1500.0,178.657
N4Si3,1400.0,175.92
N4Si3,1300.0,172.53099999999998
N4Si3,1200.0,168.49
N4Si3,1100.0,163.678
N4Si3,1000.0,158.155
N4Si3,900.0,152.298
N4Si3,800.0,145.812
N4Si3,700.0,138.072
N4Si3,600.0,129.704
N4Si3,500.0,120.708
N4Si3,400.0,110.667
N4Si3,300.0,99.788
N5P3,298.0,148.95
N5P3,1400.0,271.904
N5P3,1300.0,271.207
N5P3,1200.0,269.868
N5P3,1100.0,267.888
N5P3,1000.0,265.26599999999996
N5P3,900.0,261.5
N5P3,800.0,255.22400000000002
N5P3,700.0,246.856
N5P3,600.0,234.304
N5P3,500.0,217.56799999999998
N5P3,400.0,192.46400000000003
N5P3,300.0,149.787
Na2O2,298.0,89.266
Na2O2,2400.0,113.596
Na2O2,2300.0,113.596
Na2O2,2200.0,113.596
Na2O2,2100.0,113.596
Na2O2,2000.0,113.596
Na2O2,1900.0,113.596
Na2O2,1800.0,113.596
Na2O2,1700.0,113.596
Na2O2,1600.0,113.596
Na2O2,1500.0,113.596
Na2O2,1400.0,113.596
Na2O2,1300.0,113.596
Na2O2,1200.0,113.596
Na2O2,1100.0,113.596
Na2O2,1000.0,113.596
Na2O2,900.0,113.596
Na2O2,800.0,113.596
Na2O2,785.0,115.25299999999999
Na2O2,785.0,113.596
Na2O2,700.0,112.33200000000001
Na2O2,600.0,108.445
Na2O2,500.0,103.76700000000001
Na2O2,400.0,97.721
Na2O2,300.0,89.40799999999999
Na2S1,298.0,82.801
Na2S1,1900.0,133.888
Na2S1,1800.0,133.888
Na2S1,1700.0,133.888
Na2S1,1600.0,133.888
Na2S1,1500.0,133.888
Na2S1,1445.0,133.888
Na2S1,1400.0,137.15200000000002
Na2S1,1300.0,187.65200000000002
Na2S1,1276.0,211.921
Na2S1,1276.0,211.93900000000002
Na2S1,1200.0,159.494
Na2S1,1100.0,110.458
Na2S1,1000.0,92.84299999999999
Na2S1,900.0,91.337
Na2S1,800.0,90.165
Na2S1,.0,88.70100000000001
Na2S1,600.0,87.236
Na2S1,500.0,85.772
Na2S1,400.0,84.30799999999999
Na2S1,.0,82.84299999999999
Nb2O5,298.0,131.988
Nb2O5,2200.0,184.00400000000002
Nb2O5,2100.0,183.862
,2000.0,183.678
Nb2O5,1900.0,183.435
Nb2O5,1800.0,183.12900000000002
Nb2O5,1785.0,183.075
Nb2O5,1700.0,182.745
Nb2O5,1600.0,182.263
Nb2O5,1500.0,181.665
Nb2O5,1400.0,180.92
Nb2O5,1300.0,179.99099999999999
Nb2O5,1200.0,178.828
Nb2O5,1100.0,177.36
Nb2O5,1000.0,175.502
Nb2O5,900.0,
Nb2O5,800.0,170.03799999999998
Nb2O5,700.0,166.013
Nb2O5,600.0,
Nb2O5,500.0,153.841
Nb2O5,400.0,144.99200000000002
Nb2O5,300.0,132.32
Ni1,298.0,25.987
Ni1,2400.0,48.702
Ni1,2300.0,47.446999999999996
Ni1,2200.0,46.191
Ni1,2100.0,44.978
Ni1,2000.0,43.806000000000004
Ni1,1900.0,42.677
Ni1,1800.0,39.33
Ni1,1728.0,38.535
Ni1,1700.0,38.284
Ni1,1600.0,37.279
Ni1,1500.0,36.317
Ni1,1400.0,35.397
Ni1,1300.0,34.518
Ni1,1200.0,33.681
Ni1,1100.0,32.928000000000004
Ni1,1000.0,32.217
Ni1,900.0,31.589000000000002
Ni1,800.0,31.003
Ni1,,30.794
Ni1,631.0,39.832
Ni1,631.0,39.832
Ni1,600.0,34.853
Ni1,500.0,31.045
Ni1,450.0,29.623
Ni1,400.0,28.493000000000002
Ni1,350.0,27.294
Ni1,300.0,26.024
Ni1S2,298.0,70.626
Ni1S2,1700.0,99.71700000000001
Ni1S2,1600.0,97.64200000000001
Ni1S2,1500.0,95.56700000000001
Ni1S2,1400.0,93.491
Ni1S2,1300.0,91.416
Ni1S2,1280.0,91.001
Ni1S2,1200.0,89.34100000000001
Ni1S2,1100.0,87.266
Ni1S2,1000.0,85.19
Ni1S2,900.0,83.115
Ni1S2,800.0,81.04
Ni1S2,700.0,78.965
Ni1S2,600.0,76.889
Ni1S2,500.0,74.814
Ni1S2,400.0,72.73899999999999
Ni1S2,300.0,70.664
Ni3S2,298.0,117.738
Ni3S2,1500.0,188.615
Ni3S2,1400.0,188.615
Ni3S2,1300.0,188.615
Ni3S2,1200.0,188.615
Ni3S2,1100.0,188.615
Ni3S2,1062.0,188.615
Ni3S2,1000.0,188.615
Ni3S2,900.0,188.615
Ni3S2,829.0,152.19
Ni3S2,829.0,188.615
Ni3S2,800.0,150.708
Ni3S2,700.0,145.436
Ni3S2,600.0,139.91299999999998
Ni3S2,500.0,133.972
Ni3S2,400.0,127.11
Ni3S2,300.0,117.947
Ni3S4,298.0,164.808
Ni3S4,1000.0,265.638
Ni3S4,900.0,251.27
Ni3S4,800.0,236.90599999999998
Ni3S4,700.0,222.53900000000002
Ni3S4,600.0,208.171
Ni3S4,500.0,193.80700000000002
Ni3S4,400.0,179.43900000000002
Ni3S4,300.0,165.076
O10P4,298.0,211.71
O10P4,1400.0,494.967
O10P4,1300.0,486.181
O10P4,1200.0,475.30199999999996
O10P4,1100.0,461.077
O10P4,1000.0,442.667
O10P4,900.0,421.74699999999996
O10P4,800.0,396.64300000000003
O10P4,700.0,368.19199999999995
O10P4,600.0,335.975
O10P4,500.0,299.993
O10P4,400.0,260.245
O10P4,300.0,212.673
O1Pb1,298.0,45.773
O1Pb1,1300.0,64.183
O1Pb1,1200.0,62.927
O1Pb1,1100.0,61.672
O1Pb1,1000.0,60.417
O1Pb1,900.0,59.162
O1Pb1,800.0,57.907
O1Pb1,762.0,57.43
O1Pb1,700.0,56.651
O1Pb1,600.0,55.396
O1Pb1,500.0,53.43
O1Pb1,400.0,50.375
O1Pb1,300.0,45.86600000000001
O1Sr1,298.0,45.409
O1Sr1,3500.0,73.086
O1Sr1,3400.0,72.438
O1Sr1,3300.0,71.785
O1Sr1,3200.0,71.132
O1Sr1,3100.0,70.479
O1Sr1,3000.0,69.827
O1Sr1,2938.0,69.425
O1Sr1,2900.0,69.17399999999999
O1Sr1,2800.0,68.517
O1Sr1,2700.0,67.86399999999999
O1Sr1,2600.0,67.208
O1Sr1,2500.0,66.551
O1Sr1,2400.0,65.89
O1Sr1,2300.0,65.229
O1Sr1,2200.0,64.563
O1Sr1,2100.0,63.898
O1Sr1,2000.0,63.229
O1Sr1,1900.0,62.559
O1Sr1,1800.0,61.881
O1Sr1,1700.0,61.199
O1Sr1,1600.0,60.50899999999999
O1Sr1,1500.0,59.81
O1Sr1,1400.0,59.103
O1Sr1,1300.0,58.379
O1Sr1,1200.0,57.638999999999996
O1Sr1,1100.0,56.873000000000005
O1Sr1,1000.0,56.074
O1Sr1,900.0,55.22
O1Sr1,800.0,54.3
O1Sr1,700.0,53.262
O1Sr1,600.0,52.049
O1Sr1,500.0,50.534
O1V1,298.0,45.501000000000005
O1V1,2500.0,83.18299999999999
O1V1,2400.0,81.718
O1V1,2300.0,80.25
O1V1,2200.0,78.781
O1V1,2100.0,77.298
O1V1,2063.0,76.747
O1V1,2000.0,75.847
O1V1,1900.0,74.339
O1V1,1800.0,72.851
O1V1,1700.0,71.351
O1V1,1600.0,69.842
O1V1,1500.0,68.325
O1V1,1400.0,66.791
O1V1,1300.0,65.243
O1V1,1200.0,63.677
O1V1,1100.0,62.086000000000006
O1V1,1000.0,60.463
O1V1,900.0,58.803000000000004
O1V1,800.0,57.099
O1V1,700.0,55.343
O1V1,600.0,53.53
O1V1,500.0,51.651
O1V1,400.0,49.58
O1V1,300.0,45.647
O2.72W1,298.0,68.283
O2.72W1,2900.0,119.579
O2.72W1,2800.0,118.324
O2.72W1,2700.0,117.068
O2.72W1,2600.0,115.81299999999999
O2.72W1,2500.0,114.55799999999999
O2.72W1,2400.0,113.303
O2.72W1,2300.0,112.04799999999999
O2.72W1,2200.0,110.792
O2.72W1,2100.0,109.537
O2.72W1,2000.0,108.28200000000001
O2.72W1,1900.0,107.027
O2.72W1,1800.0,105.772
O2.72W1,1700.0,104.516
O2.72W1,1600.0,103.26100000000001
O2.72W1,1500.0,102.006
O2.72W1,1400.0,100.751
O2.72W1,1300.0,99.286
O2.72W1,1200.0,97.822
O2.72W1,1100.0,96.441
O2.72W1,1000.0,95.01899999999999
O2.72W1,900.0,93.471
O2.72W1,800.0,91.839
O2.72W1,700.0,89.81
O2.72W1,600.0,86.985
O2.72W1,500.0,82.927
O2.72W1,400.0,76.902
O2.72W1,300.0,68.408
O2.96W1,298.0,72.383
O2.96W1,2900.0,124.6
O2.96W1,2800.0,123.344
O2.96W1,2700.0,122.089
O2.96W1,2600.0,120.834
O2.96W1,2500.0,119.579
O2.96W1,2400.0,118.324
O2.96W1,2300.0,117.068
O2.96W1,2200.0,115.81299999999999
O2.96W1,2100.0,114.55799999999999
O2.96W1,2000.0,113.303
O2.96W1,1900.0,112.04799999999999
O2.96W1,1800.0,110.792
O2.96W1,1700.0,109.537
O2.96W1,1600.0,108.28200000000001
O2.96W1,1500.0,107.194
O2.96W1,1400.0,106.10600000000001
O2.96W1,1300.0,104.851
O2.96W1,1200.0,103.512
O2.96W1,1100.0,102.215
O2.96W1,1000.0,100.709
O2.96W1,900.0,99.37
O2.96W1,800.0,97.404
O2.96W1,700.0,95.31200000000001
O2.96W1,600.0,92.257
